"Sample","Mass","C","H","O","N","S","AImod","DBE","NOSC","OC","HC","CHO","CHON","CHOS","Lipid_percent","UnsatHydrocarbon_percent","Protein_percent","Lignin_percent","Carbohydrate_percent","AminoSugar_percent","Tannin_percent","CondHydrcarbon_percent"
"fticrWEOM_processed_60846_2_BTM_rep1_aq2",483.084323102566,23.6822114679572,33.1321308109694,8.60038128757882,0.597448306203256,0.308549640709781,0.0534018917729872,8.58791611673266,-0.489356782519431,1.43875788238745,1.43875788238745,40.944420002933,22.7159407537762,6.96583076697463,11.1746590409151,4.78075964217627,22.275993547441,29.6817715207508,4.23815808769614,4.2234931808183,2.31705528669893,4.15016864642909
"fticrWEOM_processed_60846_5_BTM_rep1_aq2",477.513983585711,22.8659351746752,27.5967965695548,9.39626686845756,0.462857863538908,0.335729600201791,0.197681170387186,10.4411653424139,-0.247571509648127,1.24387564636146,1.24387564636146,49.3252616975659,20.3052087274562,9.13103796191197,3.8340269895321,4.72947408248203,14.91991423887,37.5331063185774,3.29171396140749,3.73313154243915,6.36902509774246,10.4552907050069
